year,month,weekday,hour,day_type,weather,temp,humidity,windspeed,casual,registered,casual_mov_ave,registered_mov_ave
2011,6,4,23,2,3,24.6,83,16.9979,2.0,14.0,,
2011,6,0,0,2,1,22.96,88,6.0032,3.0,21.0,,
2011,6,0,1,2,1,22.96,94,8.9981,4.0,19.0,,
2011,6,0,2,2,1,22.96,94,7.0015,2.0,11.0,,
2011,6,0,3,2,1,22.96,94,7.0015,1.0,5.0,,
2011,6,0,4,2,1,22.14,94,8.9981,1.0,5.0,,
2011,6,0,5,2,1,22.14,100,0.0,1.0,12.0,,
2011,6,0,6,2,1,22.96,94,0.0,8.0,89.0,,
2011,6,0,7,2,1,24.6,83,0.0,25.0,225.0,,
2011,6,0,8,2,2,24.6,83,0.0,28.0,426.0,,
2011,6,0,9,2,1,28.7,58,12.998,28.0,196.0,,
2011,6,0,10,2,1,28.7,58,12.998,44.0,126.0,,
2011,6,0,11,2,1,27.88,69,16.9979,43.0,138.0,,
2011,6,0,12,2,1,28.7,65,16.9979,49.0,194.0,,
2011,6,0,13,2,1,30.34,62,19.0012,48.0,156.0,,
2011,6,0,14,2,1,31.16,52,12.998,73.0,142.0,,
2011,6,0,15,2,1,31.98,43,15.0013,62.0,181.0,,
2011,6,0,16,2,1,31.16,45,11.0014,69.0,286.0,,
2011,6,0,17,2,3,31.16,40,12.998,85.0,467.0,,
2011,6,0,18,2,3,31.16,40,12.998,62.0,388.0,,
2011,6,0,19,2,3,26.24,83,16.9979,53.0,275.0,,
2011,6,0,20,2,1,26.24,78,7.0015,40.0,192.0,,
2011,6,0,21,2,1,26.24,78,6.0032,49.0,159.0,,
2011,6,0,22,2,1,25.42,88,8.9981,48.0,127.0,,
2011,6,0,23,2,1,25.42,83,8.9981,37.0,141.0,,
2011,6,2,0,1,1,25.42,88,8.9981,21.0,83.0,,
2011,6,2,1,1,1,25.42,83,7.0015,15.0,80.0,,
2011,6,2,2,1,1,24.6,88,0.0,16.0,37.0,,
2011,6,2,3,1,1,24.6,88,6.0032,4.0,16.0,,
2011,6,2,4,1,1,24.6,88,6.0032,1.0,4.0,,
2011,6,2,5,1,1,25.42,83,0.0,1.0,6.0,,
2011,6,2,6,1,1,25.42,83,7.0015,9.0,18.0,,
2011,6,2,7,1,1,26.24,78,8.9981,12.0,45.0,,
2011,6,2,8,1,1,27.06,78,6.0032,28.0,103.0,,
2011,6,2,9,1,1,28.7,61,15.0013,62.0,156.0,,
2011,6,2,10,1,1,29.52,62,12.998,68.0,176.0,,
2011,6,2,11,1,1,29.52,62,8.9981,134.0,270.0,,
2011,6,2,12,1,1,30.34,66,6.0032,162.0,258.0,,
2011,6,2,13,1,1,31.16,55,0.0,135.0,192.0,,
2011,6,2,14,1,2,32.8,46,19.0012,138.0,196.0,,
2011,6,2,15,1,2,33.62,46,8.9981,153.0,214.0,,
2011,6,2,16,1,2,31.16,52,15.0013,193.0,275.0,,
2011,6,2,17,1,2,31.16,48,11.0014,210.0,239.0,,
2011,6,2,18,1,2,30.34,55,12.998,118.0,263.0,,
2011,6,2,19,1,2,30.34,51,7.0015,99.0,227.0,,
2011,6,2,20,1,2,29.52,58,8.9981,61.0,127.0,,
2011,6,2,21,1,2,29.52,66,7.0015,58.0,125.0,,
2011,6,2,22,1,2,29.52,62,8.9981,56.0,105.0,,
2011,6,2,23,1,2,29.52,62,0.0,53.0,97.0,,
2011,6,3,0,1,1,28.7,65,0.0,18.0,71.0,,
2011,6,3,1,1,2,28.7,65,6.0032,17.0,59.0,,
2011,6,3,2,1,1,27.88,74,6.0032,13.0,59.0,,
2011,6,3,3,1,2,27.06,78,8.9981,14.0,16.0,,
2011,6,3,4,1,2,27.06,74,8.9981,7.0,10.0,,
2011,6,3,5,1,2,27.06,78,0.0,7.0,12.0,,
2011,6,3,6,1,2,27.06,78,11.0014,11.0,22.0,,
2011,6,3,7,1,2,27.06,78,11.0014,35.0,36.0,,
2011,6,3,8,1,3,27.88,74,7.0015,25.0,59.0,,
2011,6,3,9,1,2,27.88,74,7.0015,58.0,111.0,,
2011,6,3,10,1,2,28.7,61,7.0015,86.0,158.0,,
2011,6,3,11,1,2,29.52,58,6.0032,141.0,236.0,,
2011,6,3,12,1,2,30.34,55,6.0032,141.0,255.0,,
2011,6,3,13,1,2,30.34,51,0.0,149.0,214.0,,
2011,6,3,14,1,3,30.34,58,7.0015,124.0,193.0,,
2011,6,3,15,1,2,30.34,55,7.0015,146.0,216.0,,
2011,6,3,16,1,2,31.16,48,0.0,121.0,257.0,,
2011,6,3,17,1,1,30.34,51,0.0,159.0,238.0,,
2011,6,3,18,1,2,30.34,58,6.0032,78.0,218.0,,
2011,6,3,19,1,1,29.52,62,8.9981,94.0,217.0,,
2011,6,3,20,1,1,28.7,70,12.998,86.0,146.0,,
2011,6,3,21,1,1,27.88,79,8.9981,57.0,110.0,,
2011,6,3,22,1,1,27.06,78,15.0013,38.0,114.0,,
2011,6,3,23,1,1,27.06,78,12.998,14.0,78.0,,
2011,7,0,0,2,1,27.06,50,0.0,20.0,48.0,,
2011,7,0,1,2,1,27.06,50,0.0,15.0,16.0,,
2011,7,0,2,2,1,25.42,69,0.0,6.0,7.0,,
2011,7,0,3,2,1,26.24,53,0.0,5.0,6.0,,
2011,7,0,4,2,1,25.42,57,0.0,1.0,5.0,,
2011,7,0,5,2,1,24.6,64,8.9981,3.0,27.0,,
2011,7,0,6,2,1,25.42,61,8.9981,11.0,97.0,,
2011,7,0,7,2,1,27.06,54,7.0015,25.0,218.0,,
2011,7,0,8,2,1,28.7,42,11.0014,39.0,453.0,,
2011,7,0,9,2,1,30.34,35,11.0014,58.0,202.0,,
2011,7,0,10,2,1,31.16,33,11.0014,61.0,109.0,,
2011,7,0,11,2,1,32.8,26,0.0,68.0,146.0,,
2011,7,0,12,2,1,32.8,26,0.0,83.0,180.0,,
2011,7,0,13,2,1,32.8,24,0.0,83.0,209.0,,
2011,7,0,14,2,1,33.62,23,12.998,78.0,225.0,,
2011,7,0,15,2,1,33.62,21,16.9979,82.0,299.0,,
2011,7,0,16,2,1,33.62,17,0.0,85.0,342.0,,
2011,7,0,17,2,1,33.62,21,12.998,99.0,362.0,,
2011,7,0,18,2,1,32.8,24,16.9979,98.0,324.0,,
2011,7,0,19,2,1,31.98,25,12.998,80.0,238.0,,
2011,7,0,20,2,1,29.52,42,15.0013,84.0,185.0,,
2011,7,0,21,2,1,28.7,45,12.998,69.0,149.0,,
2011,7,0,22,2,1,28.7,42,0.0,49.0,173.0,,
2011,7,0,23,2,1,27.88,47,6.0032,44.0,96.0,,
2011,7,2,0,1,1,27.88,47,6.0032,31.0,84.0,,
2011,7,2,1,1,1,27.06,54,0.0,20.0,58.0,,
2011,7,2,2,1,1,26.24,53,0.0,9.0,43.0,,
2011,7,2,3,1,1,26.24,53,0.0,5.0,21.0,,
2011,7,2,4,1,1,25.42,61,0.0,3.0,8.0,,
2011,7,2,5,1,1,23.78,73,7.0015,1.0,13.0,,
2011,7,2,6,1,1,25.42,69,7.0015,11.0,21.0,,
2011,7,2,7,1,1,26.24,65,0.0,10.0,35.0,,
2011,7,2,8,1,1,27.88,57,0.0,38.0,94.0,,
2011,7,2,9,1,1,30.34,51,6.0032,55.0,124.0,,
2011,7,2,10,1,1,32.8,36,0.0,103.0,168.0,,
2011,7,2,11,1,1,32.8,36,6.0032,144.0,213.0,,
2011,7,2,12,1,1,33.62,30,8.9981,142.0,232.0,,
2011,7,2,13,1,1,33.62,30,7.0015,178.0,226.0,,
2011,7,2,14,1,1,34.44,20,0.0,177.0,215.0,,
2011,7,2,15,1,1,35.26,19,11.0014,168.0,163.0,,
2011,7,2,16,1,1,36.08,22,15.0013,206.0,192.0,,
2011,7,2,17,1,1,34.44,30,15.0013,179.0,170.0,,
2011,7,2,18,1,1,33.62,30,19.0012,193.0,190.0,,
2011,7,2,19,1,1,32.8,33,15.0013,156.0,149.0,,
2011,7,2,20,1,1,31.16,45,19.0012,136.0,148.0,,
2011,7,2,21,1,1,30.34,48,12.998,95.0,137.0,,
2011,7,2,22,1,1,29.52,51,11.0014,78.0,123.0,,
2011,7,2,23,1,1,29.52,54,19.0012,66.0,88.0,,
2011,7,3,0,1,1,28.7,58,15.0013,47.0,97.0,,
2011,7,3,1,1,2,28.7,61,11.0014,23.0,55.0,,
2011,7,3,2,1,1,28.7,58,12.998,19.0,50.0,,
2011,7,3,3,1,3,27.88,65,6.0032,8.0,25.0,,
2011,7,3,4,1,3,27.88,65,6.0032,3.0,2.0,,
2011,7,3,5,1,3,25.42,83,12.998,0.0,1.0,,
2011,7,3,6,1,2,25.42,94,6.0032,0.0,3.0,,
2011,7,3,7,1,2,26.24,89,12.998,3.0,22.0,,
2011,7,3,8,1,1,27.88,79,15.0013,39.0,53.0,,
2011,7,3,9,1,1,28.7,74,16.9979,82.0,99.0,,
2011,7,3,10,1,1,30.34,66,11.0014,131.0,133.0,,
2011,7,3,11,1,1,31.16,62,7.0015,215.0,175.0,,
2011,7,3,12,1,1,32.8,55,7.0015,198.0,206.0,,
2011,7,3,13,1,1,32.8,59,15.0013,248.0,173.0,,
2011,7,3,14,1,1,33.62,56,16.9979,225.0,150.0,,
2011,7,3,15,1,1,34.44,53,19.9995,194.0,182.0,,
2011,7,3,16,1,1,34.44,53,19.9995,195.0,219.0,,
2011,7,3,17,1,3,32.8,49,56.9969,181.0,177.0,,
2011,7,3,18,1,3,32.8,49,56.9969,74.0,107.0,,
2011,7,3,19,1,2,27.06,83,12.998,100.0,83.0,,
2011,7,3,20,1,3,27.06,83,0.0,83.0,93.0,,
2011,7,3,21,1,2,27.06,83,11.0014,75.0,92.0,,
2011,7,3,22,1,2,27.06,78,7.0015,69.0,93.0,,
2011,7,3,23,1,1,26.24,83,11.0014,70.0,77.0,,
2011,7,1,0,0,1,26.24,83,8.9981,63.0,77.0,,
2011,7,1,1,0,1,26.24,83,6.0032,43.0,76.0,,
2011,7,1,2,0,1,26.24,83,0.0,33.0,30.0,,
2011,7,1,3,0,1,26.24,78,0.0,13.0,13.0,,
2011,7,1,4,0,2,27.06,78,6.0032,8.0,4.0,,
2011,7,1,5,0,2,26.24,83,8.9981,1.0,3.0,,
2011,7,1,6,0,1,26.24,89,11.0014,5.0,11.0,,
2011,7,1,7,0,1,27.06,83,8.9981,17.0,19.0,,
2011,7,1,8,0,1,28.7,74,7.0015,42.0,44.0,,
2011,7,1,9,0,2,29.52,66,6.0032,142.0,96.0,,
2011,7,1,10,0,2,31.16,55,6.0032,166.0,114.0,,
2011,7,1,11,0,2,31.16,55,6.0032,177.0,172.0,,
2011,7,1,12,0,2,31.98,52,0.0,237.0,210.0,,
2011,7,1,13,0,2,31.98,49,0.0,242.0,181.0,,
2011,7,1,14,0,1,32.8,46,0.0,235.0,173.0,,
2011,7,1,15,0,1,33.62,43,6.0032,224.0,184.0,,
2011,7,1,16,0,1,33.62,41,0.0,236.0,216.0,,
2011,7,1,17,0,1,32.8,46,0.0,240.0,196.0,,
2011,7,1,18,0,1,32.8,46,8.9981,222.0,196.0,,
2011,7,1,19,0,2,31.98,49,11.0014,170.0,205.0,,
2011,7,1,20,0,2,31.16,55,7.0015,195.0,191.0,,
2011,7,1,21,0,2,30.34,62,7.0015,195.0,262.0,,
2011,7,1,22,0,2,30.34,62,8.9981,115.0,211.0,,
2011,7,1,23,0,2,29.52,70,7.0015,44.0,94.0,,
2011,7,5,0,2,2,28.7,65,11.0014,19.0,36.0,,
2011,7,5,1,2,1,28.7,65,7.0015,15.0,24.0,,
2011,7,5,2,2,1,27.06,74,6.0032,8.0,5.0,,
2011,7,5,3,2,1,27.06,74,15.0013,1.0,7.0,,
2011,7,5,4,2,1,27.06,69,11.0014,1.0,4.0,,
2011,7,5,5,2,1,27.06,69,0.0,1.0,19.0,,
2011,7,5,6,2,1,27.06,74,6.0032,3.0,91.0,,
2011,7,5,7,2,1,28.7,65,6.0032,22.0,248.0,,
2011,7,5,8,2,1,29.52,62,8.9981,41.0,391.0,,
2011,7,5,9,2,1,30.34,58,8.9981,50.0,177.0,,
2011,7,5,10,2,1,31.16,52,7.0015,55.0,84.0,,
2011,7,5,11,2,1,31.98,46,7.0015,75.0,97.0,,
2011,7,5,12,2,1,32.8,43,7.0015,71.0,130.0,,
2011,7,5,13,2,1,33.62,43,7.0015,67.0,136.0,,
2011,7,5,14,2,1,32.8,49,11.0014,66.0,112.0,,
2011,7,5,15,2,1,33.62,43,0.0,51.0,111.0,,
2011,7,5,16,2,1,33.62,46,7.0015,79.0,202.0,,
2011,7,5,17,2,1,33.62,46,7.0015,79.0,466.0,,
2011,7,5,18,2,1,32.8,55,11.0014,70.0,426.0,,
2011,7,5,19,2,1,32.8,59,8.9981,71.0,297.0,,
2011,7,5,20,2,1,31.16,66,7.0015,59.0,225.0,,
2011,7,5,21,2,1,31.98,62,16.9979,77.0,168.0,,
2011,7,5,22,2,1,31.16,66,15.0013,31.0,124.0,,
2011,7,5,23,2,1,30.34,66,11.0014,19.0,54.0,,
2011,7,6,0,2,1,29.52,74,12.998,11.0,26.0,,
2011,7,6,1,2,1,28.7,74,8.9981,4.0,11.0,,
2011,7,6,2,2,1,28.7,79,6.0032,1.0,4.0,,
2011,7,6,3,2,1,28.7,79,0.0,0.0,6.0,,
2011,7,6,4,2,2,27.88,83,6.0032,0.0,6.0,,
2011,7,6,5,2,1,27.88,83,6.0032,5.0,30.0,,
2011,7,6,6,2,1,28.7,79,6.0032,9.0,112.0,,
2011,7,6,7,2,2,29.52,79,0.0,24.0,288.0,,
2011,7,6,8,2,2,29.52,74,7.0015,31.0,397.0,,
2011,7,6,9,2,3,28.7,79,12.998,31.0,158.0,,
2011,7,6,10,2,3,28.7,79,6.0032,13.0,30.0,,
2011,7,6,11,2,2,29.52,74,0.0,24.0,103.0,,
2011,7,6,12,2,2,30.34,66,6.0032,38.0,114.0,,
2011,7,6,13,2,2,30.34,70,7.0015,33.0,107.0,,
2011,7,6,14,2,1,31.16,66,19.0012,50.0,113.0,,
2011,7,6,15,2,1,31.16,70,19.0012,55.0,130.0,,
2011,7,6,16,2,1,31.16,70,16.9979,57.0,218.0,,
2011,7,6,17,2,1,31.98,59,15.0013,79.0,517.0,,
2011,7,6,18,2,1,31.16,62,12.998,77.0,486.0,,
2011,7,6,19,2,1,30.34,70,15.0013,71.0,323.0,,
2011,7,6,20,2,1,29.52,74,16.9979,55.0,257.0,,
2011,7,6,21,2,1,28.7,79,12.998,66.0,175.0,,
2011,7,6,22,2,1,28.7,79,12.998,30.0,156.0,,
2011,7,6,23,2,1,27.88,83,15.0013,20.0,78.0,,
2011,7,4,0,2,1,27.06,89,8.9981,6.0,29.0,,
2011,7,4,1,2,1,27.06,89,12.998,2.0,14.0,,
2011,7,4,2,2,1,27.06,89,12.998,1.0,7.0,,
2011,7,4,3,2,1,26.24,94,7.0015,2.0,2.0,,
2011,7,4,4,2,1,26.24,89,7.0015,0.0,4.0,,
2011,7,4,5,2,1,26.24,89,7.0015,2.0,30.0,,
2011,7,4,6,2,2,26.24,89,8.9981,11.0,107.0,,
2011,7,4,7,2,2,27.06,89,7.0015,13.0,279.0,,
2011,7,4,8,2,2,28.7,79,12.998,28.0,415.0,,
2011,7,4,9,2,1,30.34,70,11.0014,25.0,154.0,,
2011,7,4,10,2,1,31.98,62,0.0,29.0,72.0,,
2011,7,4,11,2,1,33.62,52,8.9981,30.0,112.0,,
2011,7,4,12,2,1,34.44,41,0.0,32.0,139.0,,
2011,7,4,13,2,1,35.26,41,0.0,48.0,107.0,,
2011,7,4,14,2,1,35.26,41,16.9979,39.0,121.0,,
2011,7,4,15,2,1,35.26,41,16.9979,47.0,119.0,,
2011,7,4,16,2,1,35.26,39,15.0013,47.0,218.0,,
2011,7,4,17,2,1,35.26,36,16.9979,80.0,489.0,,
2011,7,4,18,2,1,34.44,44,19.9995,70.0,492.0,,
2011,7,4,19,2,1,33.62,52,19.0012,79.0,286.0,,
2011,7,4,20,2,1,31.16,58,23.9994,61.0,224.0,,
2011,7,4,21,2,1,30.34,62,11.0014,39.0,170.0,,
2011,7,4,22,2,1,30.34,62,11.0014,32.0,150.0,,
2011,7,4,23,2,1,29.52,66,0.0,31.0,98.0,,
2011,7,0,0,2,1,30.34,66,7.0015,6.0,41.0,,
2011,7,0,1,2,1,29.52,79,0.0,9.0,25.0,,
2011,7,0,2,2,2,28.7,74,11.0014,10.0,12.0,,
2011,7,0,3,2,1,27.88,79,7.0015,2.0,4.0,,
2011,7,0,4,2,1,28.7,79,16.9979,7.0,4.0,,
2011,7,0,5,2,1,27.88,79,16.9979,3.0,24.0,,
2011,7,0,6,2,1,28.7,74,7.0015,11.0,91.0,,
2011,7,0,7,2,2,28.7,79,12.998,30.0,302.0,,
2011,7,0,8,2,2,29.52,74,16.9979,36.0,421.0,,
2011,7,0,9,2,2,31.16,70,19.9995,30.0,211.0,,
2011,7,0,10,2,2,30.34,70,23.9994,30.0,108.0,,
2011,7,0,11,2,2,30.34,74,16.9979,61.0,104.0,,
2011,7,0,12,2,2,31.16,70,19.0012,49.0,164.0,,
2011,7,0,13,2,2,31.98,66,19.0012,54.0,175.0,,
2011,7,0,14,2,2,32.8,63,23.9994,53.0,163.0,,
2011,7,0,15,2,2,32.8,63,23.9994,39.0,102.0,,
2011,7,0,16,2,3,27.88,83,30.0026,27.0,105.0,,
2011,7,0,17,2,3,27.06,89,30.0026,6.0,161.0,,
2011,7,0,18,2,1,27.06,83,6.0032,35.0,281.0,,
2011,7,0,19,2,1,27.06,83,6.0032,45.0,225.0,,
2011,7,0,20,2,1,27.06,83,11.0014,30.0,220.0,,
2011,7,0,21,2,2,27.06,83,16.9979,46.0,158.0,,
2011,7,0,22,2,2,27.06,78,12.998,33.0,136.0,,
2011,7,0,23,2,2,27.06,78,6.0032,40.0,111.0,,
2011,7,2,0,1,2,27.06,83,8.9981,31.0,90.0,,
2011,7,2,1,1,2,26.24,89,7.0015,5.0,48.0,,
2011,7,2,2,1,1,26.24,89,11.0014,12.0,43.0,,
2011,7,2,3,1,1,26.24,89,8.9981,7.0,23.0,,
2011,7,2,4,1,1,26.24,83,15.0013,2.0,4.0,,
2011,7,2,5,1,2,25.42,88,11.0014,4.0,11.0,,
2011,7,2,6,1,2,26.24,83,12.998,11.0,27.0,,
2011,7,2,7,1,1,27.06,78,12.998,21.0,50.0,,
2011,7,2,8,1,1,28.7,70,16.9979,68.0,114.0,,
2011,7,2,9,1,1,30.34,58,19.0012,77.0,170.0,,
2011,7,2,10,1,1,31.16,52,11.0014,87.0,177.0,,
2011,7,2,11,1,1,31.98,46,19.9995,101.0,189.0,,
2011,7,2,12,1,1,32.8,46,16.9979,145.0,221.0,,
2011,7,2,13,1,1,33.62,41,15.0013,167.0,249.0,,
2011,7,2,14,1,1,34.44,36,8.9981,158.0,215.0,,
2011,7,2,15,1,1,34.44,34,6.0032,182.0,220.0,,
2011,7,2,16,1,1,33.62,38,0.0,171.0,245.0,,
2011,7,2,17,1,1,34.44,32,0.0,160.0,241.0,,
2011,7,2,18,1,1,33.62,36,7.0015,132.0,246.0,,
2011,7,2,19,1,1,31.16,55,11.0014,128.0,178.0,,
2011,7,2,20,1,1,31.16,58,15.0013,129.0,185.0,,
2011,7,2,21,1,1,30.34,58,11.0014,83.0,155.0,,
2011,7,2,22,1,1,29.52,62,11.0014,60.0,154.0,,
2011,7,2,23,1,1,29.52,58,12.998,47.0,93.0,,
2011,7,3,0,1,1,28.7,61,11.0014,42.0,112.0,,
2011,7,3,1,1,1,28.7,61,8.9981,19.0,94.0,,
2011,7,3,2,1,1,27.88,69,6.0032,28.0,68.0,,
2011,7,3,3,1,1,27.06,74,6.0032,6.0,19.0,,
2011,7,3,4,1,1,27.06,69,6.0032,0.0,5.0,,
2011,7,3,5,1,1,27.06,74,0.0,7.0,10.0,,
2011,7,3,6,1,1,26.24,78,6.0032,8.0,17.0,,
2011,7,3,7,1,1,28.7,70,6.0032,27.0,38.0,,
2011,7,3,8,1,1,29.52,66,0.0,27.0,65.0,,
2011,7,3,9,1,1,30.34,66,6.0032,62.0,107.0,,
2011,7,3,10,1,1,31.16,55,8.9981,95.0,173.0,,
2011,7,3,11,1,1,31.98,55,12.998,110.0,177.0,,
2011,7,3,12,1,1,33.62,46,19.0012,133.0,244.0,,
2011,7,3,13,1,1,32.8,46,19.9995,139.0,228.0,,
2011,7,3,14,1,1,33.62,41,22.0028,122.0,227.0,,
2011,7,3,15,1,1,34.44,39,19.0012,142.0,219.0,,
2011,7,3,16,1,1,34.44,41,19.0012,128.0,244.0,,
2011,7,3,17,1,1,34.44,36,15.0013,146.0,217.0,,
2011,7,3,18,1,1,33.62,43,19.0012,141.0,222.0,,
2011,7,3,19,1,1,32.8,49,22.0028,120.0,183.0,,
2011,7,3,20,1,1,31.16,55,12.998,101.0,167.0,,
2011,7,3,21,1,1,30.34,62,16.9979,65.0,162.0,,
2011,7,3,22,1,1,30.34,66,15.0013,56.0,87.0,,
2011,7,3,23,1,1,29.52,66,16.9979,19.0,53.0,,
2011,7,1,0,2,1,28.7,65,12.998,10.0,25.0,,
2011,7,1,1,2,1,28.7,61,19.0012,5.0,5.0,,
2011,7,1,2,2,1,28.7,61,15.0013,8.0,4.0,,
2011,7,1,3,2,1,27.88,65,11.0014,2.0,8.0,,
2011,7,1,4,2,1,27.06,74,15.0013,0.0,4.0,,
2011,7,1,5,2,1,27.06,74,8.9981,5.0,21.0,,
2011,7,1,6,2,1,27.88,74,12.998,19.0,102.0,,
2011,7,1,7,2,1,28.7,74,16.9979,28.0,289.0,,
2011,7,1,8,2,1,30.34,66,19.0012,35.0,385.0,,
2011,7,1,9,2,1,31.98,59,19.9995,41.0,167.0,,
2011,7,1,10,2,1,32.8,55,23.9994,44.0,73.0,,
2011,7,1,11,2,1,33.62,56,19.9995,39.0,89.0,,
2011,7,1,12,2,1,34.44,53,19.0012,40.0,108.0,,
2011,7,1,13,2,1,35.26,50,16.9979,22.0,119.0,,
2011,7,1,14,2,1,35.26,53,19.0012,40.0,94.0,,
2011,7,1,15,2,1,35.26,56,27.9993,38.0,108.0,,
2011,7,1,16,2,1,35.26,56,26.0027,57.0,182.0,,
2011,7,1,17,2,1,35.26,56,27.9993,59.0,455.0,,
2011,7,1,18,2,1,35.26,53,26.0027,57.0,415.0,,
2011,7,1,19,2,1,34.44,59,22.0028,80.0,293.0,,
2011,7,1,20,2,1,29.52,74,27.9993,42.0,194.0,,
2011,7,1,21,2,1,28.7,79,27.9993,21.0,109.0,,
2011,7,1,22,2,1,29.52,74,8.9981,20.0,70.0,,
2011,7,1,23,2,1,28.7,79,8.9981,11.0,44.0,,
2011,7,5,0,2,1,28.7,79,8.9981,3.0,19.0,,
2011,7,5,1,2,1,28.7,79,6.0032,6.0,8.0,,
2011,7,5,2,2,1,28.7,79,7.0015,2.0,7.0,,
2011,7,5,3,2,2,28.7,79,0.0,2.0,6.0,,
2011,7,5,4,2,1,28.7,79,11.0014,0.0,6.0,,
2011,7,5,5,2,1,28.7,79,6.0032,4.0,21.0,,
2011,7,5,6,2,1,30.34,58,15.0013,13.0,102.0,,
2011,7,5,7,2,1,31.16,55,12.998,29.0,301.0,,
2011,7,5,8,2,1,31.16,58,15.0013,35.0,382.0,,
2011,7,5,9,2,1,31.98,55,32.9975,27.0,149.0,,
2011,7,5,10,2,1,33.62,52,11.0014,38.0,85.0,,
2011,7,5,11,2,1,33.62,52,11.0014,39.0,86.0,,
2011,7,5,12,2,1,35.26,44,19.9995,38.0,125.0,,
2011,7,5,13,2,1,35.26,47,15.0013,32.0,104.0,,
2011,7,5,14,2,1,36.9,42,19.9995,33.0,91.0,,
2011,7,5,15,2,1,36.9,42,23.9994,37.0,111.0,,
2011,7,5,16,2,1,35.26,44,19.0012,25.0,177.0,,
2011,7,5,17,2,1,36.08,44,19.0012,48.0,380.0,,
2011,7,5,18,2,1,35.26,47,19.9995,39.0,472.0,,
2011,7,5,19,2,1,34.44,44,19.0012,42.0,295.0,,
2011,7,5,20,2,1,33.62,43,12.998,57.0,251.0,,
2011,7,5,21,2,1,33.62,43,7.0015,49.0,209.0,,
2011,7,5,22,2,1,32.8,46,8.9981,44.0,150.0,,
2011,7,5,23,2,1,31.98,52,0.0,20.0,59.0,,
2011,7,6,0,2,1,31.16,62,0.0,9.0,37.0,,
2011,7,6,1,2,1,31.16,55,0.0,1.0,11.0,,
2011,7,6,2,2,1,31.16,55,0.0,2.0,3.0,,
2011,7,6,3,2,1,30.34,58,12.998,0.0,4.0,,
2011,7,6,4,2,1,30.34,58,16.9979,0.0,5.0,,
2011,7,6,5,2,1,30.34,58,12.998,4.0,22.0,,
2011,7,6,6,2,1,30.34,58,11.0014,18.0,103.0,,
2011,7,6,7,2,1,31.16,55,16.9979,32.0,281.0,,
2011,7,6,8,2,1,32.8,49,16.9979,31.0,418.0,,
2011,7,6,9,2,1,33.62,41,12.998,23.0,163.0,,
2011,7,6,10,2,1,33.62,46,12.998,33.0,80.0,,
2011,7,6,11,2,1,34.44,39,11.0014,55.0,110.0,,
2011,7,6,12,2,1,34.44,41,19.0012,40.0,134.0,,
2011,7,6,13,2,3,33.62,46,8.9981,39.0,119.0,,
2011,7,6,14,2,3,33.62,46,8.9981,27.0,89.0,,
2011,7,6,15,2,3,26.24,94,8.9981,13.0,33.0,,
2011,7,6,16,2,2,27.06,89,0.0,23.0,118.0,,
2011,7,6,17,2,1,28.7,79,0.0,70.0,418.0,,
2011,7,6,18,2,1,29.52,79,8.9981,51.0,412.0,,
2011,7,6,19,2,1,28.7,79,7.0015,79.0,340.0,,
2011,7,6,20,2,1,28.7,84,11.0014,61.0,281.0,,
2011,7,6,21,2,1,28.7,79,7.0015,56.0,194.0,,
2011,7,6,22,2,1,27.88,83,12.998,48.0,136.0,,
2011,7,6,23,2,1,27.06,83,16.9979,33.0,83.0,,
2011,7,4,0,2,1,27.06,69,19.9995,14.0,32.0,,
2011,7,4,1,2,1,27.06,61,16.9979,4.0,21.0,,
2011,7,4,2,2,1,26.24,57,19.9995,3.0,7.0,,
2011,7,4,3,2,1,25.42,57,19.9995,1.0,5.0,,
2011,7,4,4,2,1,25.42,53,16.9979,0.0,6.0,,
2011,7,4,5,2,1,24.6,56,15.0013,6.0,22.0,,
2011,7,4,6,2,1,24.6,60,15.0013,14.0,116.0,,
2011,7,4,7,2,1,25.42,53,16.9979,23.0,311.0,,
2011,7,4,8,2,1,26.24,50,23.9994,53.0,433.0,,
2011,7,4,9,2,1,27.88,47,19.0012,29.0,195.0,,
2011,7,4,10,2,1,28.7,42,16.9979,32.0,95.0,,
2011,7,4,11,2,1,29.52,37,15.0013,38.0,110.0,,
2011,7,4,12,2,1,30.34,35,16.9979,51.0,172.0,,
2011,7,4,13,2,1,31.16,33,22.0028,39.0,138.0,,
2011,7,4,14,2,1,30.34,35,19.0012,49.0,129.0,,
2011,7,4,15,2,1,31.16,33,19.9995,42.0,138.0,,
2011,7,4,16,2,1,31.16,33,8.9981,43.0,231.0,,
2011,7,4,17,2,1,30.34,37,8.9981,78.0,517.0,,
2011,7,4,18,2,1,29.52,42,12.998,94.0,484.0,,
2011,7,4,19,2,1,29.52,39,15.0013,67.0,333.0,,
2011,7,4,20,2,1,28.7,42,15.0013,81.0,267.0,,
2011,7,4,21,2,1,27.06,50,8.9981,58.0,203.0,,
2011,7,4,22,2,1,26.24,57,6.0032,42.0,134.0,,
2011,7,4,23,2,1,26.24,65,16.9979,27.0,97.0,,
2011,7,0,0,2,1,25.42,73,15.0013,23.0,57.0,,
2011,7,0,1,2,1,25.42,73,12.998,7.0,13.0,,
2011,7,0,2,2,1,24.6,78,11.0014,16.0,22.0,,
2011,7,0,3,2,1,24.6,73,12.998,1.0,6.0,,
