datetime,temp,humidity,windspeed,casual,registered,hour,casual_mov_ave,registered_mov_ave,weather_1,weather_2,weather_3,weather_4,weekday_Fri,weekday_Mon,weekday_Sat,weekday_Sun,weekday_Thu,weekday_Tue,weekday_Wed,season_rev_1,season_rev_2,season_rev_3,season_rev_4,day_type_holiday,day_type_weekend,day_type_workingday
2011-03-03 04:00:00,6.56,31,32.9975,0.0,1.0,4,,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-03 05:00:00,5.74,33,19.9995,1.0,7.0,5,,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-03 06:00:00,5.74,33,19.9995,1.0,34.0,6,,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-03 07:00:00,4.92,42,27.9993,1.0,110.0,7,,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-03 08:00:00,5.74,39,19.9995,4.0,216.0,8,,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-03 09:00:00,6.56,37,19.0012,10.0,135.0,9,,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-03 10:00:00,7.38,29,12.998,7.0,49.0,10,,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-03 11:00:00,8.2,29,6.0032,10.0,40.0,11,,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-03 12:00:00,9.02,25,8.9981,7.0,65.0,12,,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-03 13:00:00,9.02,25,6.0032,13.0,67.0,13,,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-03 14:00:00,9.84,21,7.0015,18.0,60.0,14,,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-03 15:00:00,9.84,23,0.0,6.0,62.0,15,,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-03 16:00:00,10.66,23,0.0,6.0,65.0,16,,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-03 17:00:00,10.66,22,0.0,17.0,185.0,17,,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-03 18:00:00,9.84,35,22.0028,6.0,161.0,18,,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-03 19:00:00,8.2,40,16.9979,5.0,101.0,19,,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-03 20:00:00,8.2,40,6.0032,1.0,69.0,20,,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-03 21:00:00,7.38,40,7.0015,3.0,48.0,21,,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-03 22:00:00,8.2,40,0.0,3.0,50.0,22,,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-03 23:00:00,7.38,43,6.0032,0.0,23.0,23,,,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-04 00:00:00,8.2,55,12.998,0.0,12.0,0,,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-04 01:00:00,7.38,64,12.998,0.0,4.0,1,,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-04 02:00:00,7.38,64,12.998,0.0,2.0,2,,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-04 03:00:00,7.38,74,16.9979,0.0,1.0,3,,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-04 04:00:00,7.38,74,12.998,1.0,0.0,4,,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-04 05:00:00,6.56,74,8.9981,0.0,7.0,5,,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-04 06:00:00,6.56,74,6.0032,1.0,28.0,6,,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-04 07:00:00,6.56,80,8.9981,0.0,83.0,7,,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-04 08:00:00,7.38,74,8.9981,6.0,222.0,8,,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-04 09:00:00,9.02,60,8.9981,12.0,138.0,9,,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-04 10:00:00,9.84,60,16.9979,10.0,56.0,10,,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-04 11:00:00,11.48,52,15.0013,16.0,73.0,11,,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-04 12:00:00,13.12,43,11.0014,10.0,87.0,12,,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-04 13:00:00,13.94,42,15.0013,13.0,74.0,13,,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-04 14:00:00,14.76,40,19.0012,30.0,65.0,14,,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-04 15:00:00,14.76,40,19.9995,31.0,75.0,15,,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-04 16:00:00,14.76,46,12.998,17.0,101.0,16,,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-04 17:00:00,14.76,50,16.9979,22.0,206.0,17,,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-04 18:00:00,13.94,53,19.9995,15.0,172.0,18,,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-04 19:00:00,13.12,61,16.9979,5.0,102.0,19,,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-04 20:00:00,12.3,70,12.998,9.0,78.0,20,,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-04 21:00:00,12.3,70,15.0013,6.0,64.0,21,,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-04 22:00:00,12.3,70,12.998,4.0,40.0,22,,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-04 23:00:00,12.3,75,11.0014,6.0,40.0,23,,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-05 00:00:00,11.48,81,7.0015,4.0,15.0,0,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-03-05 01:00:00,12.3,81,7.0015,5.0,20.0,1,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-03-05 02:00:00,12.3,87,12.998,5.0,15.0,2,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-03-05 03:00:00,12.3,87,12.998,0.0,2.0,3,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-03-05 04:00:00,12.3,93,11.0014,0.0,1.0,4,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-03-05 05:00:00,12.3,100,8.9981,0.0,3.0,5,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-03-05 06:00:00,12.3,100,15.0013,1.0,3.0,6,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-03-05 07:00:00,12.3,100,19.9995,5.0,10.0,7,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-03-05 08:00:00,12.3,100,19.9995,11.0,34.0,8,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-03-05 09:00:00,13.12,93,15.0013,15.0,48.0,9,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-03-05 10:00:00,13.94,93,12.998,34.0,69.0,10,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-03-05 11:00:00,16.4,76,15.0013,43.0,116.0,11,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-03-05 12:00:00,18.04,67,16.9979,46.0,121.0,12,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-03-05 13:00:00,18.86,67,19.0012,60.0,130.0,13,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-03-05 14:00:00,19.68,59,19.0012,80.0,118.0,14,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-03-05 15:00:00,18.86,63,19.9995,83.0,122.0,15,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-03-05 16:00:00,19.68,59,19.9995,74.0,130.0,16,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-03-05 17:00:00,19.68,59,23.9994,60.0,104.0,17,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-03-05 18:00:00,19.68,59,22.0028,37.0,115.0,18,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-03-05 19:00:00,18.86,67,22.0028,27.0,62.0,19,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-03-05 20:00:00,18.04,77,22.0028,12.0,58.0,20,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-03-05 21:00:00,18.04,72,22.0028,12.0,60.0,21,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-03-05 22:00:00,17.22,77,19.9995,16.0,47.0,22,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-03-05 23:00:00,18.04,77,19.9995,10.0,34.0,23,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2011-03-06 00:00:00,17.22,77,23.9994,11.0,41.0,0,,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2011-03-06 01:00:00,17.22,77,19.0012,12.0,27.0,1,,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2011-03-06 02:00:00,16.4,82,19.0012,5.0,27.0,2,,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2011-03-06 03:00:00,17.22,82,19.9995,2.0,9.0,3,,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2011-03-06 04:00:00,17.22,88,23.9994,0.0,3.0,4,,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2011-03-06 06:00:00,17.22,94,23.9994,1.0,1.0,6,,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2011-03-06 07:00:00,17.22,100,30.0026,0.0,5.0,7,,,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2011-03-06 08:00:00,16.4,100,19.9995,1.0,8.0,8,,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2011-03-06 09:00:00,17.22,100,19.0012,4.0,18.0,9,,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2011-03-06 10:00:00,17.22,100,19.9995,4.0,27.0,10,,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2011-03-06 11:00:00,17.22,100,15.0013,18.0,44.0,11,,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2011-03-06 12:00:00,18.86,94,22.0028,10.0,69.0,12,,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2011-03-06 13:00:00,18.86,94,23.9994,22.0,83.0,13,,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2011-03-06 14:00:00,18.04,100,15.0013,12.0,27.0,14,,,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2011-03-06 15:00:00,18.04,100,15.0013,3.0,4.0,15,,,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2011-03-06 16:00:00,14.76,100,19.0012,3.0,8.0,16,,,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2011-03-06 17:00:00,13.94,100,19.9995,2.0,23.0,17,,,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2011-03-06 18:00:00,13.12,100,23.9994,0.0,23.0,18,,,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2011-03-06 19:00:00,12.3,100,32.9975,0.0,11.0,19,,,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2011-03-06 20:00:00,11.48,100,27.9993,3.0,8.0,20,,,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2011-03-06 21:00:00,9.84,93,40.9973,1.0,6.0,21,,,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2011-03-06 22:00:00,9.02,100,26.0027,0.0,10.0,22,,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2011-03-06 23:00:00,9.02,100,27.9993,0.0,9.0,23,,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2011-03-07 00:00:00,8.2,100,22.0028,0.0,4.0,0,,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-07 01:00:00,8.2,100,22.0028,0.0,2.0,1,,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-07 03:00:00,8.2,80,39.0007,0.0,1.0,3,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-07 04:00:00,8.2,80,35.0008,1.0,0.0,4,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-07 05:00:00,8.2,75,23.9994,0.0,1.0,5,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-07 06:00:00,8.2,75,26.0027,3.0,31.0,6,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-07 07:00:00,8.2,75,27.9993,3.0,88.0,7,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-07 08:00:00,8.2,75,26.0027,11.0,200.0,8,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-07 09:00:00,9.02,64,31.0009,5.0,129.0,9,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-07 10:00:00,9.84,60,19.9995,15.0,43.0,10,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-07 11:00:00,10.66,48,30.0026,19.0,41.0,11,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-07 12:00:00,12.3,42,27.9993,28.0,68.0,12,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-07 13:00:00,13.12,36,26.0027,16.0,54.0,13,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-07 14:00:00,13.12,36,27.9993,21.0,56.0,14,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-07 15:00:00,13.94,31,26.0027,32.0,64.0,15,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-07 16:00:00,13.94,31,23.9994,26.0,96.0,16,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-07 17:00:00,13.94,29,23.9994,27.0,206.0,17,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-07 18:00:00,13.12,31,15.0013,19.0,214.0,18,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-07 19:00:00,12.3,33,15.0013,11.0,134.0,19,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-07 20:00:00,12.3,33,11.0014,5.0,87.0,20,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-07 21:00:00,11.48,38,15.0013,1.0,53.0,21,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-07 22:00:00,10.66,48,11.0014,1.0,34.0,22,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-07 23:00:00,11.48,48,0.0,0.0,22.0,23,,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-08 00:00:00,10.66,48,6.0032,1.0,9.0,0,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2011-03-08 01:00:00,9.84,52,8.9981,0.0,4.0,1,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2011-03-08 02:00:00,9.84,52,8.9981,1.0,0.0,2,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2011-03-08 03:00:00,9.84,52,6.0032,5.0,2.0,3,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2011-03-08 04:00:00,9.02,64,0.0,0.0,2.0,4,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2011-03-08 05:00:00,8.2,69,7.0015,2.0,8.0,5,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2011-03-08 06:00:00,8.2,59,0.0,3.0,42.0,6,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2011-03-08 07:00:00,7.38,64,8.9981,9.0,119.0,7,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2011-03-08 08:00:00,9.02,55,12.998,10.0,247.0,8,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2011-03-08 09:00:00,10.66,41,11.0014,11.0,140.0,9,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2011-03-08 10:00:00,12.3,33,12.998,25.0,46.0,10,,,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2011-03-08 11:00:00,14.76,25,11.0014,26.0,52.0,11,,,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2011-03-08 12:00:00,14.76,23,0.0,29.0,70.0,12,,,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2011-03-08 13:00:00,15.58,25,7.0015,25.0,73.0,13,,,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2011-03-08 14:00:00,15.58,20,0.0,16.0,56.0,14,,,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2011-03-08 15:00:00,14.76,18,0.0,35.0,77.0,15,,,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2011-03-08 16:00:00,15.58,27,11.0014,26.0,82.0,16,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2011-03-08 17:00:00,14.76,27,15.0013,39.0,209.0,17,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2011-03-08 18:00:00,13.94,27,12.998,21.0,214.0,18,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2011-03-08 19:00:00,13.94,31,7.0015,9.0,141.0,19,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2011-03-08 20:00:00,13.12,39,6.0032,2.0,74.0,20,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2011-03-08 21:00:00,12.3,49,12.998,7.0,68.0,21,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2011-03-08 22:00:00,12.3,49,15.0013,11.0,44.0,22,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2011-03-08 23:00:00,11.48,61,12.998,3.0,38.0,23,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2011-03-09 00:00:00,10.66,65,6.0032,0.0,9.0,0,,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2011-03-09 01:00:00,10.66,52,8.9981,0.0,4.0,1,,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2011-03-09 02:00:00,10.66,52,8.9981,1.0,1.0,2,,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2011-03-09 03:00:00,9.84,70,6.0032,1.0,2.0,3,,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2011-03-09 04:00:00,9.84,75,7.0015,0.0,2.0,4,,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2011-03-09 05:00:00,9.84,81,8.9981,1.0,7.0,5,,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2011-03-09 06:00:00,9.84,85,7.0015,5.0,44.0,6,,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2011-03-09 07:00:00,9.84,87,11.0014,18.0,123.0,7,,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2011-03-09 08:00:00,9.84,87,8.9981,11.0,238.0,8,,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2011-03-09 09:00:00,10.66,87,16.9979,5.0,136.0,9,,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2011-03-09 10:00:00,12.3,75,16.9979,8.0,49.0,10,,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2011-03-09 11:00:00,13.12,76,26.0027,15.0,44.0,11,,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2011-03-09 12:00:00,13.12,76,16.9979,14.0,84.0,12,,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2011-03-09 13:00:00,13.12,76,23.9994,17.0,82.0,13,,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2011-03-09 14:00:00,13.94,76,19.9995,10.0,61.0,14,,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2011-03-09 15:00:00,14.76,71,19.9995,15.0,64.0,15,,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2011-03-09 16:00:00,13.94,76,22.0028,10.0,102.0,16,,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2011-03-09 17:00:00,13.94,76,19.9995,18.0,176.0,17,,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2011-03-09 18:00:00,13.94,76,16.9979,12.0,176.0,18,,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2011-03-09 19:00:00,13.94,76,22.0028,11.0,123.0,19,,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2011-03-09 20:00:00,13.12,87,12.998,4.0,87.0,20,,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2011-03-09 21:00:00,13.12,93,22.0028,10.0,52.0,21,,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2011-03-09 22:00:00,13.12,93,11.0014,4.0,17.0,22,,,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2011-03-09 23:00:00,13.94,93,12.998,1.0,17.0,23,,,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2011-03-10 00:00:00,13.94,0,16.9979,3.0,0.0,0,,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-10 01:00:00,13.94,0,16.9979,0.0,2.0,1,,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-10 02:00:00,13.94,0,16.9979,0.0,1.0,2,,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-10 05:00:00,14.76,0,12.998,1.0,2.0,5,,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-10 06:00:00,14.76,0,22.0028,0.0,12.0,6,,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-10 07:00:00,15.58,0,15.0013,1.0,36.0,7,,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-10 08:00:00,15.58,0,19.0012,1.0,43.0,8,,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-10 09:00:00,16.4,0,15.0013,1.0,23.0,9,,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-10 10:00:00,16.4,0,11.0014,0.0,17.0,10,,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-10 11:00:00,16.4,0,16.9979,6.0,5.0,11,,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-10 12:00:00,17.22,0,15.0013,4.0,30.0,12,,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-10 13:00:00,17.22,0,15.0013,1.0,11.0,13,,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-10 14:00:00,18.04,0,19.9995,0.0,12.0,14,,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-10 15:00:00,18.04,0,15.0013,3.0,11.0,15,,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-10 16:00:00,17.22,0,16.9979,1.0,20.0,16,,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-10 17:00:00,18.04,0,26.0027,2.0,109.0,17,,,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-10 18:00:00,18.04,0,23.9994,2.0,80.0,18,,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-10 19:00:00,18.04,0,39.0007,5.0,51.0,19,,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-10 20:00:00,14.76,0,22.0028,9.0,29.0,20,,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-10 21:00:00,14.76,0,15.0013,1.0,27.0,21,,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-10 22:00:00,13.94,0,8.9981,4.0,30.0,22,,,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-10 23:00:00,13.94,0,6.0032,1.0,26.0,23,,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2011-03-11 00:00:00,13.94,100,6.0032,0.0,6.0,0,,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-11 01:00:00,13.94,100,7.0015,0.0,8.0,1,,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-11 02:00:00,13.94,100,7.0015,2.0,3.0,2,,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-11 03:00:00,13.12,93,6.0032,0.0,2.0,3,,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-11 05:00:00,12.3,81,15.0013,1.0,6.0,5,,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-11 06:00:00,10.66,81,19.0012,1.0,31.0,6,,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-11 07:00:00,10.66,70,12.998,10.0,104.0,7,,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2011-03-11 08:00:00,11.48,70,16.9979,15.0,244.0,8,,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
